Entrez_ID	Ensemble_ID_human	Gene_symbol_human	HGNC Gene Symbol	Uniprot Accession
3856	ENSG00000170421	KRT8	KRT8	P05787
144501	ENSG00000167767	KRT80	KRT80	Q6KB66
3857	ENSG00000171403	KRT9	KRT9	P35527
200185	ENSG00000163463	KRTCAP2	KRTCAP2	Q8N6L1
200634	ENSG00000157992	KRTCAP3	KRTCAP3	Q53RY4
8844	ENSG00000141068	KSR1	KSR1	Q8IVT5
283455	ENSG00000171435	KSR2	KSR2	Q6VAB6
112970	ENSG00000198841	KTI12	KTI12	Q96EK9
3895	ENSG00000126777	KTN1	KTN1	Q86UP2
339855	ENSG00000174611	KY	KY	Q8NBH2
8942	ENSG00000115919	KYNU	KYNU	Q16719
79944	ENSG00000087299	L2HGDH	L2HGDH	Q9H9P8
112849	ENSG00000126790	L3HYPDH	L3HYPDH	Q96EM0
26013	ENSG00000185513	L3MBTL1	L3MBTL1	Q9Y468
83746	ENSG00000100395	L3MBTL2	L3MBTL2	Q969R5
84456	ENSG00000198945	L3MBTL3	L3MBTL3	Q96JM7
91133	ENSG00000154655	L3MBTL4	L3MBTL4	Q8NA19
144811	ENSG00000179630	LACC1	LACC1	Q8IV20
246269	ENSG00000135537	LACE1	AFG1L	Q8WV93
114294	ENSG00000103642	LACTB	LACTB	P83111
51110	ENSG00000147592	LACTB2	LACTB2	Q53H82
646262	ENSG00000215906	LACTBL1	LACTBL1	A8MY62
3898	ENSG00000159166	LAD1	LAD1	O00515
3902	ENSG00000089692	LAG3	LAG3	P18627
8270	ENSG00000196976	LAGE3	LAGE3	Q14657
3903	ENSG00000167613	LAIR1	LAIR1	Q6GTX8
284217	ENSG00000101680	LAMA1	LAMA1	P25391
3908	ENSG00000196569	LAMA2	LAMA2	P24043
3909	ENSG00000053747	LAMA3	LAMA3	Q16787
3910	ENSG00000112769	LAMA4	LAMA4	Q16363
3911	ENSG00000130702	LAMA5	LAMA5	O15230
3912	ENSG00000091136	LAMB1	LAMB1	P07942
3913	ENSG00000172037	LAMB2	LAMB2	P55268
3914	ENSG00000196878	LAMB3	LAMB3	Q13751
3915	ENSG00000135862	LAMC1	LAMC1	P11047
3918	ENSG00000058085	LAMC2	LAMC2	Q13753
10319	ENSG00000050555	LAMC3	LAMC3	Q9Y6N6
3916	ENSG00000185896	LAMP1	LAMP1	P11279
3920	ENSG00000005893	LAMP2	LAMP2	P13473
24141	ENSG00000125869	LAMP5	LAMP5	Q9UJQ1
55004	ENSG00000149357	LAMTOR1	LAMTOR1	Q6IAA8
28956	ENSG00000116586	LAMTOR2	LAMTOR2	Q9Y2Q5
389541	ENSG00000188186	LAMTOR4	LAMTOR4	Q0VGL1
10542	ENSG00000134248	LAMTOR5	LAMTOR5	O43504
10314	ENSG00000115365	LANCL1	LANCL1	O43813
55915	ENSG00000132434	LANCL2	LANCL2	Q9NS86
347404	ENSG00000147036	LANCL3	LANCL3	Q6ZV70
51056	ENSG00000002549	LAP3	LAP3	P28838
9741	ENSG00000068697	LAPTM4A	LAPTM4A	Q15012
55353	ENSG00000104341	LAPTM4B	LAPTM4B	Q86VI4
7805	ENSG00000162511	LAPTM5	LAPTM5	Q13571
9215	ENSG00000133424	LARGE	LARGE1	O95461
23367	ENSG00000155506	LARP1	LARP1	Q6PKG0
55132	ENSG00000138709	LARP1B	LARP1B	Q659C4
113251	ENSG00000161813	LARP4	LARP4	Q71RC2
23185	ENSG00000107929	LARP4B	LARP4B	Q92615
55323	ENSG00000166173	LARP6	LARP6	Q9BRS8
51574	ENSG00000174720	LARP7	LARP7	Q4G0J3
51520	ENSG00000133706	LARS	LARS	Q9P2J5
23395	ENSG00000011376	LARS2	LARS2	Q15031
81887	ENSG00000001497	LAS1L	LAS1L	Q9Y4W2
3927	ENSG00000002834	LASP1	LASP1	Q14847
27040	ENSG00000213658	LAT	LAT	O43561
7462	ENSG00000086730	LAT2	LAT2	Q9GZY6
9113	ENSG00000131023	LATS1	LATS1	O95835
54900	ENSG00000122188	LAX1	LAX1	Q8IWV1
143903	ENSG00000204381	LAYN	LAYN	Q6UX15
81606	ENSG00000213626	LBH	LBH	Q53QV2
3929	ENSG00000129988	LBP	LBP	P18428
3930	ENSG00000143815	LBR	LBR	Q14739
85474	ENSG00000179528	LBX2	LBX2	Q6XYB7
167691	ENSG00000135338	LCA5	LCA5	Q86VQ0
150082	ENSG00000157578	LCA5L	LCA5L	O95447
3931	ENSG00000213398	LCAT	LCAT	P04180
3932	ENSG00000182866	LCK	LCK	P06239
253558	ENSG00000172954	LCLAT1	LCLAT1	Q6UWP7
51451	ENSG00000205629	LCMT1	LCMT1	Q9UIC8
9836	ENSG00000168806	LCMT2	LCMT2	O60294
26148	ENSG00000196233	LCOR	LCOR	Q96JN0
254251	ENSG00000178177	LCORL	LCORL	Q8N3X6
3936	ENSG00000136167	LCP1	LCP1	P13796
3937	ENSG00000043462	LCP2	LCP2	Q13094
3938	ENSG00000115850	LCT	LCT	P09848
8861	ENSG00000198728	LDB1	LDB1	Q86U70
9079	ENSG00000169744	LDB2	LDB2	O43679
11155	ENSG00000122367	LDB3	LDB3	O75112
3939	ENSG00000134333	LDHA	LDHA	P00338
92483	ENSG00000171989	LDHAL6B	LDHAL6B	Q9BYZ2
3945	ENSG00000111716	LDHB	LDHB	P07195
197257	ENSG00000166816	LDHD	LDHD	Q86WU2
3949	ENSG00000130164	LDLR	LDLR	P01130
388633	ENSG00000203985	LDLRAD1	LDLRAD1	Q5T700
143458	ENSG00000179241	LDLRAD3	LDLRAD3	Q86YD5
753	ENSG00000168675	LDLRAD4	LDLRAD4	O15165
26119	ENSG00000157978	LDLRAP1	LDLRAP1	Q5SW96
23641	ENSG00000182195	LDOC1	LDOC1	O95751
84247	ENSG00000188636	LDOC1L	RTL6	Q6ICC9
11061	ENSG00000136110	LECT1	CNMD	O75829
51176	ENSG00000138795	LEF1	LEF1	Q9UJU2
10637	ENSG00000243709	LEFTY1	LEFTY1	O75610
389170	ENSG00000197980	LEKR1	LEKR1	Q6ZMV7
93273	ENSG00000186007	LEMD1	LEMD1	Q68G75
221496	ENSG00000161904	LEMD2	LEMD2	Q8NC56
23592	ENSG00000174106	LEMD3	LEMD3	Q9Y2U8
114823	ENSG00000167615	LENG8	LENG8	Q96PV6
94059	ENSG00000275183	LENG9	LENG9	Q96B70
123169	ENSG00000166477	LEO1	LEO1	Q8WVC0
3953	ENSG00000116678	LEPR	LEPR	P48357
54741	ENSG00000213625	LEPROT	LEPROT	O15243
23484	ENSG00000104660	LEPROTL1	LEPROTL1	O95214
3954	ENSG00000168924	LETM1	LETM1	O95202
137994	ENSG00000165046	LETM2	LETM2	Q2VYF4
25875	ENSG00000050426	LETMD1	LETMD1	Q6P1Q0
3955	ENSG00000106003	LFNG	LFNG	Q8NES3
3956	ENSG00000100097	LGALS1	LGALS1	P09382
85329	ENSG00000133317	LGALS12	LGALS12	Q96DT0
3958	ENSG00000131981	LGALS3	LGALS3	P17931
3959	ENSG00000108679	LGALS3BP	LGALS3BP	Q08380
3960	ENSG00000171747	LGALS4	LGALS4	P56470
3963	ENSG00000205076	LGALS7	LGALS7	-
3964	ENSG00000116977	LGALS8	LGALS8	O00214
3965	ENSG00000168961	LGALS9	LGALS9	O00182
29094	ENSG00000119862	LGALSL	LGALSL	Q3ZCW2
9211	ENSG00000108231	LGI1	LGI1	O95970
55203	ENSG00000153012	LGI2	LGI2	Q8N0V4
203190	ENSG00000168481	LGI3	LGI3	Q8N145
163175	ENSG00000153902	LGI4	LGI4	Q8N135
5641	ENSG00000100600	LGMN	LGMN	Q99538
55366	ENSG00000205213	LGR4	LGR4	Q9BXB1
8549	ENSG00000139292	LGR5	LGR5	O75473
59352	ENSG00000133067	LGR6	LGR6	Q9HBX8
3973	ENSG00000138039	LHCGR	LHCGR	P22888
10186	ENSG00000183722	LHFP	LHFPL6	Q9Y693
340596	ENSG00000182508	LHFPL1	LHFPL1	Q86WI0
10184	ENSG00000145685	LHFPL2	LHFPL2	Q6ZUX7
375323	ENSG00000156959	LHFPL4	LHFPL4	Q7Z7J7
222662	ENSG00000197753	LHFPL5	LHFPL5	Q8TAF8
64077	ENSG00000107902	LHPP	LHPP	Q9H008
3975	ENSG00000273706	LHX1	LHX1	P48742
9355	ENSG00000106689	LHX2	LHX2	P50458
8022	ENSG00000107187	LHX3	LHX3	Q9UBR4
89884	ENSG00000121454	LHX4	LHX4	Q969G2
64211	ENSG00000089116	LHX5	LHX5	Q9H2C1
26468	ENSG00000106852	LHX6	LHX6	Q9UPM6
431707	ENSG00000162624	LHX8	LHX8	Q68G74
56956	ENSG00000143355	LHX9	LHX9	Q9NQ69
11019	ENSG00000121897	LIAS	LIAS	O43766
3976	ENSG00000128342	LIF	LIF	P15018
3977	ENSG00000113594	LIFR	LIFR	P42702
3978	ENSG00000105486	LIG1	LIG1	P18858
3980	ENSG00000005156	LIG3	LIG3	P49916
3981	ENSG00000174405	LIG4	LIG4	P49917
51474	ENSG00000050405	LIMA1	LIMA1	Q9UHB6
22998	ENSG00000064042	LIMCH1	LIMCH1	Q9UPQ0
8994	ENSG00000144791	LIMD1	LIMD1	Q9UGP4
80774	ENSG00000136490	LIMD2	LIMD2	Q9BT23
3984	ENSG00000106683	LIMK1	LIMK1	P53667
3985	ENSG00000182541	LIMK2	LIMK2	P53671
3987	ENSG00000169756	LIMS1	LIMS1	P48059
55679	ENSG00000072163	LIMS2	LIMS2	Q7Z4I7
389421	ENSG00000187772	LIN28B	LIN28B	Q6ZN17
55957	ENSG00000267796	LIN37	LIN37	Q96GY3
91750	ENSG00000205659	LIN52	LIN52	Q52LA3
132660	ENSG00000189308	LIN54	LIN54	Q6MZP7
8825	ENSG00000111052	LIN7A	LIN7A	O14910
64130	ENSG00000104863	LIN7B	LIN7B	Q9HAP6
55327	ENSG00000148943	LIN7C	LIN7C	Q9NUP9
286826	ENSG00000183814	LIN9	LIN9	Q5TKA1
84894	ENSG00000169783	LINGO1	LINGO1	Q96FE5
158038	ENSG00000174482	LINGO2	LINGO2	Q7L985
645191	ENSG00000220008	LINGO3	LINGO3	P0C6S8
339398	ENSG00000213171	LINGO4	LINGO4	Q6UY18
3988	ENSG00000107798	LIPA	LIPA	P38571
3991	ENSG00000079435	LIPE	LIPE	Q05469
9388	ENSG00000101670	LIPG	LIPG	Q9Y5X9
200879	ENSG00000163898	LIPH	LIPH	Q8WWY8
149998	ENSG00000188992	LIPI	LIPI	Q6XZB0
51601	ENSG00000144182	LIPT1	LIPT1	Q9Y234
387787	ENSG00000175536	LIPT2	LIPT2	A6NK58
9516	ENSG00000189067	LITAF	LITAF	Q99732
167410	ENSG00000145721	LIX1	LIX1	Q8N485
128077	ENSG00000271601	LIX1L	LIX1L	Q8IVB5
3996	ENSG00000131899	LLGL1	LLGL1	Q15334
3993	ENSG00000073350	LLGL2	LLGL2	Q6P1M3
84298	ENSG00000139233	LLPH	LLPH	Q9BRT6
3998	ENSG00000074695	LMAN1	LMAN1	P49257
79748	ENSG00000140506	LMAN1L	LMAN1L	Q9HAT1
10960	ENSG00000169223	LMAN2	LMAN2	Q12907
81562	ENSG00000114988	LMAN2L	LMAN2L	Q9H0V9
64327	ENSG00000105983	LMBR1	LMBR1	Q8WVP7
55716	ENSG00000139636	LMBR1L	LMBR1L	Q6UX01
55788	ENSG00000168216	LMBRD1	LMBRD1	Q9NUN5
92255	ENSG00000164187	LMBRD2	LMBRD2	Q68DH5
29995	ENSG00000071282	LMCD1	LMCD1	Q9NZU5
64788	ENSG00000103227	LMF1	LMF1	Q96S06
91289	ENSG00000100258	LMF2	LMF2	Q9BU23
89782	ENSG00000185621	LMLN	LMLN	Q96KR4
4000	ENSG00000160789	LMNA	LMNA	P02545
4001	ENSG00000113368	LMNB1	LMNB1	P20700
84823	ENSG00000176619	LMNB2	LMNB2	Q03252
160492	ENSG00000152936	LMNTD1	LMNTD1	Q8N9Z9
256329	ENSG00000185522	LMNTD2	LMNTD2	Q8IXW0
4004	ENSG00000166407	LMO1	LMO1	P25800
4005	ENSG00000135363	LMO2	LMO2	P25791
55885	ENSG00000048540	LMO3	LMO3	Q8TAP4
8543	ENSG00000143013	LMO4	LMO4	P61968
4008	ENSG00000136153	LMO7	LMO7	Q8WWI1
25802	ENSG00000163431	LMOD1	LMOD1	P29536
56203	ENSG00000163380	LMOD3	LMOD3	Q0VAK6
22853	ENSG00000164715	LMTK2	LMTK2	Q8IWU2
114783	ENSG00000142235	LMTK3	LMTK3	Q96Q04
4009	ENSG00000162761	LMX1A	LMX1A	Q8TE12
4010	ENSG00000136944	LMX1B	LMX1B	O60663
80856	ENSG00000144320	KIAA1715	LNPK	Q9C0E8
4012	ENSG00000113441	LNPEP	LNPEP	Q9UIQ6
84708	ENSG00000072201	LNX1	LNX1	Q8TBB1
222484	ENSG00000139517	LNX2	LNX2	Q8N448
9361	ENSG00000196365	LONP1	LONP1	P36776
83752	ENSG00000102910	LONP2	LONP2	Q86WA8
91694	ENSG00000154359	LONRF1	LONRF1	Q17RB8
164832	ENSG00000170500	LONRF2	LONRF2	Q1L5Z9
79836	ENSG00000175556	LONRF3	LONRF3	Q496Y0
4015	ENSG00000113083	LOX	LOX	P28300
125336	ENSG00000167210	LOXHD1	LOXHD1	Q8IVV2
4016	ENSG00000129038	LOXL1	LOXL1	Q08397
4017	ENSG00000134013	LOXL2	LOXL2	Q9Y4K0
84695	ENSG00000115318	LOXL3	LOXL3	P58215
84171	ENSG00000138131	LOXL4	LOXL4	Q96JB6
1902	ENSG00000198121	LPAR1	LPAR1	Q92633
9170	ENSG00000064547	LPAR2	LPAR2	Q9HBW0
23566	ENSG00000171517	LPAR3	LPAR3	Q9UBY5
2846	ENSG00000147145	LPAR4	LPAR4	Q99677
57121	ENSG00000184574	LPAR5	LPAR5	Q9H1C0
10161	ENSG00000139679	LPAR6	LPAR6	P43657
79888	ENSG00000153395	LPCAT1	LPCAT1	Q8NF37
54947	ENSG00000087253	LPCAT2	LPCAT2	Q7L5N7
10162	ENSG00000111684	LPCAT3	LPCAT3	Q6P1A2
254531	ENSG00000176454	LPCAT4	LPCAT4	Q643R3
9926	ENSG00000123684	LPGAT1	LPGAT1	Q92604
23175	ENSG00000134324	LPIN1	LPIN1	Q14693
9663	ENSG00000101577	LPIN2	LPIN2	Q92539
64900	ENSG00000132793	LPIN3	LPIN3	Q9BQK8
4023	ENSG00000175445	LPL	LPL	P06858
4025	ENSG00000167419	LPO	LPO	P22079
4026	ENSG00000145012	LPP	LPP	Q93052
9404	ENSG00000110031	LPXN	LPXN	O60711
9227	ENSG00000121207	LRAT	LRAT	O95237
987	ENSG00000198589	LRBA	LRBA	P50851
23143	ENSG00000136141	LRCH1	LRCH1	Q9Y2L9
57631	ENSG00000130224	LRCH2	LRCH2	Q5VUJ6
84859	ENSG00000186001	LRCH3	LRCH3	Q96II8
57622	ENSG00000128011	LRFN1	LRFN1	Q9P244
57497	ENSG00000156564	LRFN2	LRFN2	Q9ULH4
79414	ENSG00000126243	LRFN3	LRFN3	Q9BTN0
78999	ENSG00000173621	LRFN4	LRFN4	Q6PJG9
145581	ENSG00000165379	LRFN5	LRFN5	Q96NI6
116844	ENSG00000171236	LRG1	LRG1	P02750
136332	ENSG00000155530	LRGUK	LRGUK	Q96M69
55791	ENSG00000121931	LRIF1	LRIF1	Q5T3J3
26018	ENSG00000144749	LRIG1	LRIG1	Q96JA1
9860	ENSG00000198799	LRIG2	LRIG2	O94898
121227	ENSG00000139263	LRIG3	LRIG3	Q6UXM1
345193	ENSG00000183423	LRIT3	LRIT3	Q3SXY7
4033	ENSG00000118308	LRMP	LRMP	Q12912
4035	ENSG00000123384	LRP1	LRP1	Q07954
26020	ENSG00000197324	LRP10	LRP10	Q7Z4F1
84918	ENSG00000120256	LRP11	LRP11	Q86VZ4
29967	ENSG00000147650	LRP12	LRP12	Q9Y561
53353	ENSG00000168702	LRP1B	LRP1B	Q9NZR2
4036	ENSG00000081479	LRP2	LRP2	P98164
55805	ENSG00000109771	LRP2BP	LRP2BP	Q9P2M1
4037	ENSG00000130881	LRP3	LRP3	O75074
4038	ENSG00000134569	LRP4	LRP4	O75096
4041	ENSG00000162337	LRP5	LRP5	O75197
4040	ENSG00000070018	LRP6	LRP6	O75581
7804	ENSG00000157193	LRP8	LRP8	Q14114
4043	ENSG00000163956	LRPAP1	LRPAP1	P30533
10128	ENSG00000138095	LRPPRC	LRPPRC	P42704
122769	ENSG00000165501	LRR1	LRR1	Q96L50
55227	ENSG00000137269	LRRC1	LRRC1	Q9BTT6
390205	ENSG00000204950	LRRC10B	LRRC10B	A6NIK2
9684	ENSG00000160959	LRRC14	LRRC14	Q15048
389257	ENSG00000185028	LRRC14B	LRRC14B	A6NHZ5
131578	ENSG00000172061	LRRC15	LRRC15	Q8TF66
55604	ENSG00000079691	LRRC16A	CARMIL1	Q5VZK9
90668	ENSG00000186648	LRRC16B	CARMIL3	Q8ND23
10234	ENSG00000128606	LRRC17	LRRC17	Q8N6Y2
474354	ENSG00000165383	LRRC18	LRRC18	Q8N456
79442	ENSG00000163827	LRRC2	LRRC2	Q9BYS8
55222	ENSG00000172731	LRRC20	LRRC20	Q8TCA0
10233	ENSG00000010626	LRRC23	LRRC23	Q53EV4
441381	ENSG00000254402	LRRC24	LRRC24	Q50LG9
126364	ENSG00000175489	LRRC25	LRRC25	Q8N386
389816	ENSG00000184709	LRRC26	LRRC26	Q2I0M4
80313	ENSG00000148814	LRRC27	LRRC27	Q9C0I9
123355	ENSG00000168904	LRRC28	LRRC28	Q86X40
26231	ENSG00000125122	LRRC29	LRRC29	Q8WV35
81543	ENSG00000160233	LRRC3	LRRC3	Q9BY71
2615	ENSG00000137507	LRRC32	LRRC32	Q14392
151827	ENSG00000171757	LRRC34	LRRC34	Q8IZ02
55282	ENSG00000159708	LRRC36	LRRC36	Q1X8D7
127495	ENSG00000122477	LRRC39	LRRC39	Q96DD0
116135	ENSG00000179796	LRRC3B	LRRC3B	Q96PB8
64101	ENSG00000128594	LRRC4	LRRC4	Q9HBW1
55631	ENSG00000066557	LRRC40	LRRC40	Q9H9A6
10489	ENSG00000132128	LRRC41	LRRC41	Q15345
115353	ENSG00000116212	LRRC42	LRRC42	Q9Y546
254050	ENSG00000158113	LRRC43	LRRC43	Q8N309
201255	ENSG00000169683	LRRC45	LRRC45	Q96CN5
90506	ENSG00000141294	LRRC46	LRRC46	Q96FV0
57470	ENSG00000130764	LRRC47	LRRC47	Q8N1G4
83450	ENSG00000171962	DRC3	DRC3	Q9H069
54839	ENSG00000137821	LRRC49	LRRC49	Q8IUZ0
94030	ENSG00000131409	LRRC4B	LRRC4B	Q9NT99
57689	ENSG00000148948	LRRC4C	LRRC4C	Q9HCJ2
440699	ENSG00000162763	LRRC52	LRRC52	Q8N7C0
219527	ENSG00000183908	LRRC55	LRRC55	Q6ZSA7
115399	ENSG00000161328	LRRC56	LRRC56	Q8IYG6
255252	ENSG00000180979	LRRC57	LRRC57	Q8N9N7
116064	ENSG00000163428	LRRC58	LRRC58	Q96CX6
55379	ENSG00000108829	LRRC59	LRRC59	Q96AG4
23639	ENSG00000129295	LRRC6	LRRC6	Q86X45
65999	ENSG00000127399	LRRC61	LRRC61	Q9BV99
339977	ENSG00000188993	LRRC66	LRRC66	Q68CR7
100130742	ENSG00000214954	LRRC69	LRRC69	Q6ZNQ3
57554	ENSG00000033122	LRRC7	LRRC7	Q96NW7
221424	ENSG00000204052	LRRC73	LRRC73	Q5JTD7
400891	ENSG00000187905	LRRC74B	LRRC74B	Q6ZQY2
388341	ENSG00000181350	LRRC75A	LRRC75A	Q8NAA5
388886	ENSG00000178026	LRRC75B	LRRC75B	Q2VPJ9
23507	ENSG00000197147	LRRC8B	LRRC8B	Q6P9F7
84230	ENSG00000171488	LRRC8C	LRRC8C	Q8TDW0
55144	ENSG00000171492	LRRC8D	LRRC8D	Q7L1W4
80131	ENSG00000171017	LRRC8E	LRRC8E	Q6NSJ5
85444	ENSG00000133739	LRRCC1	LRRCC1	Q9C099
401387	ENSG00000240720	LRRD1	LRRD1	A4D1F6
9208	ENSG00000124831	LRRFIP1	LRRFIP1	Q32MZ4
9209	ENSG00000093167	LRRFIP2	LRRFIP2	Q9Y608
84125	ENSG00000133640	LRRIQ1	LRRIQ1	Q96JM4
127255	ENSG00000162620	LRRIQ3	LRRIQ3	A6PVS8
79705	ENSG00000154237	LRRK1	LRRK1	Q38SD2
120892	ENSG00000188906	LRRK2	LRRK2	Q5S007
57633	ENSG00000175928	LRRN1	LRRN1	Q6UXK5
10446	ENSG00000170382	LRRN2	LRRN2	O75325
54674	ENSG00000173114	LRRN3	LRRN3	Q9H3W5
164312	ENSG00000125872	LRRN4	LRRN4	Q8WUT4
221091	ENSG00000177363	LRRN4CL	LRRN4CL	Q8ND94
347730	ENSG00000162951	LRRTM1	LRRTM1	Q86UE6
26045	ENSG00000146006	LRRTM2	LRRTM2	O43300
347731	ENSG00000198739	LRRTM3	LRRTM3	Q86VH5
80059	ENSG00000176204	LRRTM4	LRRTM4	Q86VH4
90678	ENSG00000148356	LRSAM1	LRSAM1	Q6UWE0
57408	ENSG00000144771	LRTM1	LRTM1	Q9HBL6
654429	ENSG00000166159	LRTM2	LRTM2	Q8N967
222229	ENSG00000161036	LRWD1	LRWD1	Q9UFC0
4045	ENSG00000185565	LSAMP	LSAMP	Q13449
55341	ENSG00000041802	LSG1	LSG1	Q9H089
27257	ENSG00000175324	LSM1	LSM1	O15116
84967	ENSG00000181817	LSM10	LSM10	Q969L4
134353	ENSG00000155858	LSM11	LSM11	P83369
124801	ENSG00000161654	LSM12	LSM12	Q3MHD2
26065	ENSG00000257103	LSM14A	LSM14A	Q8ND56
149986	ENSG00000149657	LSM14B	LSM14B	Q9BX40
57819	ENSG00000204392	LSM2	LSM2	Q9Y333
27258	ENSG00000170860	LSM3	LSM3	P62310
25804	ENSG00000130520	LSM4	LSM4	Q9Y4Z0
23658	ENSG00000106355	LSM5	LSM5	Q9Y4Y9
11157	ENSG00000164167	LSM6	LSM6	P62312
51691	ENSG00000128534	LSM8	LSM8	O95777
286006	ENSG00000181016	LSMEM1	LSMEM1	Q8N8F7
4046	ENSG00000130592	LSP1	LSP1	P33241
51599	ENSG00000105699	LSR	LSR	Q86X29
4047	ENSG00000160285	LSS	LSS	P48449
7940	ENSG00000204482	LST1	LST1	O00453
4049	ENSG00000226979	LTA	LTA	P01374
4048	ENSG00000111144	LTA4H	LTA4H	P09960
4050	ENSG00000227507	LTB	LTB	Q06643
1241	ENSG00000213903	LTB4R	LTB4R	Q15722
56413	ENSG00000213906	LTB4R2	LTB4R2	Q9NPC1
4052	ENSG00000049323	LTBP1	LTBP1	Q14766
4053	ENSG00000119681	LTBP2	LTBP2	Q14767
4054	ENSG00000168056	LTBP3	LTBP3	Q9NS15
8425	ENSG00000090006	LTBP4	LTBP4	Q8N2S1
4055	ENSG00000111321	LTBR	LTBR	P36941
4058	ENSG00000062524	LTK	LTK	P29376
26046	ENSG00000198862	LTN1	LTN1	O94822
84946	ENSG00000135521	LTV1	LTV1	Q96GA3
55692	ENSG00000007392	LUC7L	LUC7L	Q9NQ29
51631	ENSG00000146963	LUC7L2	LUC7L2	Q9Y383
51747	ENSG00000108848	LUC7L3	LUC7L3	O95232
4060	ENSG00000139329	LUM	LUM	P51884
541468	ENSG00000171357	LURAP1	LURAP1	Q96LR2
286343	ENSG00000153714	LURAP1L	LURAP1L	Q8IV03
7798	ENSG00000169641	LUZP1	LUZP1	Q86V48
338645	ENSG00000187398	LUZP2	LUZP2	Q86TE4
56925	ENSG00000079257	LXN	LXN	Q9BS40
4061	ENSG00000160932	LY6E	LY6E	Q16553
58496	ENSG00000240053	LY6G5B	LY6G5B	Q8NDX9
58530	ENSG00000244355	LY6G6D	LY6G6D	O95868
4062	ENSG00000176956	LY6H	LY6H	O94772
4065	ENSG00000054219	LY75	LY75	O60449
9450	ENSG00000112799	LY86	LY86	O95711
4063	ENSG00000122224	LY9	LY9	Q9HBG7
23643	ENSG00000154589	LY96	LY96	Q9Y6Y9
55646	ENSG00000145220	LYAR	LYAR	Q9NX58
4066	ENSG00000104903	LYL1	LYL1	P12980
4067	ENSG00000254087	LYN	LYN	P07948
116372	ENSG00000150551	LYPD1	LYPD1	Q8N2G4
27076	ENSG00000124466	LYPD3	LYPD3	O95274
130574	ENSG00000187123	LYPD6	LYPD6	Q86Y78
130576	ENSG00000150556	LYPD6B	LYPD6B	Q8NI32
11313	ENSG00000011009	LYPLA2	LYPLA2	O95372
127018	ENSG00000143353	LYPLAL1	LYPLAL1	Q5VWZ2
57149	ENSG00000102897	LYRM1	LYRM1	O43325
57226	ENSG00000083099	LYRM2	LYRM2	Q9NU23
57128	ENSG00000214113	LYRM4	LYRM4	Q9HD34
144363	ENSG00000205707	LYRM5	ETFRF1	Q6IPR1
90624	ENSG00000186687	LYRM7	LYRM7	Q5U5X0
201229	ENSG00000232859	LYRM9	LYRM9	A8MSI8
256586	ENSG00000140280	LYSMD2	LYSMD2	Q8IV50
116068	ENSG00000176018	LYSMD3	LYSMD3	Q7Z3D4
145748	ENSG00000183060	LYSMD4	LYSMD4	Q5XG99
1130	ENSG00000143669	LYST	LYST	Q99698
10894	ENSG00000133800	LYVE1	LYVE1	Q9Y5Y7
4069	ENSG00000090382	LYZ	LYZ	P61626
131375	ENSG00000157093	LYZL4	LYZL4	Q96KX0
84328	ENSG00000162441	LZIC	LZIC	Q8WZA0
54585	ENSG00000163818	LZTFL1	LZTFL1	Q9NQ48
8216	ENSG00000099949	LZTR1	LZTR1	Q8N653
11178	ENSG00000061337	LZTS1	LZTS1	Q9Y250
84445	ENSG00000107816	LZTS2	LZTS2	Q9BRK4
9762	ENSG00000088899	RP5-1187M17.10	LZTS3	O60299
4074	ENSG00000003056	M6PR	M6PR	P20645
89876	ENSG00000183833	MAATS1	MAATS1	Q7Z4T9
4081	ENSG00000180660	MAB21L1	MAB21L1	Q13394
10586	ENSG00000181541	MAB21L2	MAB21L2	Q9Y586
126868	ENSG00000173212	MAB21L3	MAB21L3	Q8N8X9
346389	ENSG00000183742	MACC1	MACC1	Q6ZN28
23499	ENSG00000127603	MACF1	MACF1	Q9UPN3
28992	ENSG00000133315	MACROD1	MACROD1	Q9BQ69
140733	ENSG00000172264	MACROD2	MACROD2	A1Z1Q3
8379	ENSG00000002822	MAD1L1	MAD1L1	Q9Y6D9
4085	ENSG00000164109	MAD2L1	MAD2L1	Q13257
9587	ENSG00000124688	MAD2L1BP	MAD2L1BP	Q15013
10459	ENSG00000116670	MAD2L2	MAD2L2	Q9UI95
8174	ENSG00000099866	MADCAM1	MADCAM1	Q13477
8567	ENSG00000110514	MADD	MADD	Q8WXG6
10296	ENSG00000090316	MAEA	MAEA	Q7L5Y9
4094	ENSG00000178573	MAF	MAF	O75444
84232	ENSG00000179632	MAF1	MAF1	Q9H063
389692	ENSG00000182759	MAFA	MAFA	Q8NHW3
9935	ENSG00000204103	MAFB	MAFB	Q9Y5Q3
23764	ENSG00000185022	MAFF	MAFF	Q9ULX9
7975	ENSG00000198517	MAFK	MAFK	O60675
4099	ENSG00000105695	MAG	MAG	P20916
9500	ENSG00000179222	MAGED1	MAGED1	Q9Y5V3
10916	ENSG00000102316	MAGED2	MAGED2	Q9UNF1
57692	ENSG00000198934	MAGEE1	MAGEE1	Q9HCI5
139599	ENSG00000186675	MAGEE2	MAGEE2	Q8TD90
28986	ENSG00000187601	MAGEH1	MAGEH1	Q9H213
54551	ENSG00000254585	MAGEL2	MAGEL2	Q9UJ55
9223	ENSG00000151276	MAGI1	MAGI1	Q96QZ7
9863	ENSG00000187391	MAGI2	MAGI2	Q86UL8
