Entrez_ID	Ensemble_ID_human	Gene_symbol_human	HGNC Gene Symbol	Uniprot Accession
420	ENSG00000111339	ART4	ART4	Q93070
9048	ENSG00000117407	ARTN	ARTN	Q5T4W7
64801	ENSG00000173409	ARV1	ARV1	Q9H2C2
421	ENSG00000099889	ARVCF	ARVCF	O00192
170302	ENSG00000004848	ARX	ARX	Q96QS3
57412	ENSG00000214435	AS3MT	AS3MT	Q9HBK9
427	ENSG00000104763	ASAH1	ASAH1	Q13510
56624	ENSG00000188611	ASAH2	ASAH2	Q9NR71
50807	ENSG00000153317	ASAP1	ASAP1	Q9ULH1
8853	ENSG00000151693	ASAP2	ASAP2	O43150
55616	ENSG00000088280	ASAP3	ASAP3	Q8TDY4
51665	ENSG00000065802	ASB1	ASB1	Q9Y576
140456	ENSG00000165192	ASB11	ASB11	Q8WXH4
142689	ENSG00000198881	ASB12	ASB12	Q8WXK4
79754	ENSG00000196372	ASB13	ASB13	Q8WXK3
142686	ENSG00000239388	ASB14	ASB14	A6NK59
142685	ENSG00000146809	ASB15	ASB15	Q8WXK1
92591	ENSG00000161664	ASB16	ASB16	Q96NS5
127247	ENSG00000154007	ASB17	ASB17	Q8WXJ9
401036	ENSG00000182177	ASB18	ASB18	Q6ZVZ8
51676	ENSG00000100628	ASB2	ASB2	Q96Q27
51130	ENSG00000115239	ASB3	ASB3	Q9Y575
51666	ENSG00000005981	ASB4	ASB4	Q9Y574
140458	ENSG00000164122	ASB5	ASB5	Q8WWX0
140459	ENSG00000148331	ASB6	ASB6	Q9NWX5
140460	ENSG00000183475	ASB7	ASB7	Q9H672
140461	ENSG00000177981	ASB8	ASB8	Q9H765
51008	ENSG00000138303	ASCC1	ASCC1	Q8N9N2
84164	ENSG00000100325	ASCC2	ASCC2	Q9H1I8
10973	ENSG00000112249	ASCC3	ASCC3	Q8N3C0
429	ENSG00000139352	ASCL1	ASCL1	P50553
430	ENSG00000183734	ASCL2	ASCL2	Q99929
56676	ENSG00000176009	ASCL3	ASCL3	Q9NQ33
121549	ENSG00000187855	ASCL4	ASCL4	Q6XD76
647219	ENSG00000232237	ASCL5	ASCL5	Q7RTU5
25842	ENSG00000111875	ASF1A	ASF1A	Q9Y294
55723	ENSG00000105011	ASF1B	ASF1B	Q9NVP2
432	ENSG00000141505	ASGR1	ASGR1	P07306
55870	ENSG00000116539	ASH1L	ASH1L	Q9NR48
9070	ENSG00000129691	ASH2L	ASH2L	Q9UBL3
41	ENSG00000110881	ASIC1	ASIC1	P78348
40	ENSG00000108684	ASIC2	ASIC2	Q16515
9311	ENSG00000213199	ASIC3	ASIC3	Q9UHC3
55515	ENSG00000072182	ASIC4	ASIC4	Q96FT7
51802	ENSG00000256394	ASIC5	ASIC5	Q9NY37
438	ENSG00000196433	ASMT	ASMT	P46597
439	ENSG00000198356	ASNA1	ASNA1	O43681
440	ENSG00000070669	ASNS	ASNS	P08243
443	ENSG00000108381	ASPA	ASPA	P45381
554235	ENSG00000204653	ASPDH	ASPDH	A6ND91
374569	ENSG00000166183	ASPG	ASPG	Q86U10
444	ENSG00000198363	ASPH	ASPH	Q12797
253982	ENSG00000174939	ASPHD1	ASPHD1	Q5U4P2
57168	ENSG00000128203	ASPHD2	ASPHD2	Q6ICH7
259266	ENSG00000066279	ASPM	ASPM	Q8IZT6
54829	ENSG00000106819	ASPN	ASPN	Q9BXN1
151516	ENSG00000244617	ASPRV1	ASPRV1	Q53RT3
79058	ENSG00000169696	ASPSCR1	ASPSCR1	Q9BZE9
80150	ENSG00000162174	ASRGL1	ASRGL1	Q7L266
445	ENSG00000130707	ASS1	ASS1	P00966
28990	ENSG00000034533	ASTE1	ASTE1	Q2TB18
431705	ENSG00000188886	ASTL	ASTL	Q6HA08
460	ENSG00000152092	ASTN1	ASTN1	O14525
23245	ENSG00000148219	ASTN2	ASTN2	O75129
55726	ENSG00000064102	ASUN	INTS13	Q9NVM9
171023	ENSG00000171456	ASXL1	ASXL1	Q8IXJ9
55252	ENSG00000143970	ASXL2	ASXL2	Q76L83
80816	ENSG00000141431	ASXL3	ASXL3	Q9C0F0
84896	ENSG00000138138	ATAD1	ATAD1	Q8NBU5
29028	ENSG00000156802	ATAD2	ATAD2	Q6PL18
54454	ENSG00000119778	ATAD2B	ATAD2B	Q9ULI0
55210	ENSG00000197785	ATAD3A	ATAD3A	Q9NVI7
79915	ENSG00000176208	ATAD5	ATAD5	Q96QE3
79969	ENSG00000137343	ATAT1	ATAT1	Q5SQI0
85300	ENSG00000167654	ATCAY	ATCAY	Q86WG3
11101	ENSG00000107669	ATE1	ATE1	O95260
466	ENSG00000123268	ATF1	ATF1	P18846
1386	ENSG00000115966	ATF2	ATF2	P15336
467	ENSG00000162772	ATF3	ATF3	P18847
468	ENSG00000128272	ATF4	ATF4	P18848
22809	ENSG00000169136	ATF5	ATF5	Q9Y2D1
22926	ENSG00000118217	ATF6	ATF6	P18850
1388	ENSG00000213676	ATF6B	ATF6B	Q99941
55729	ENSG00000171681	ATF7IP	ATF7IP	Q6VMQ6
80063	ENSG00000166669	ATF7IP2	ATF7IP2	Q5U623
83734	ENSG00000152348	ATG10	ATG10	Q9H0Y0
60673	ENSG00000123395	ATG101	ATG101	Q9BSB4
9140	ENSG00000145782	ATG12	ATG12	O94817
9776	ENSG00000175224	ATG13	ATG13	O75143
22863	ENSG00000126775	ATG14	ATG14	Q6ZNE5
55054	ENSG00000085978	ATG16L1	ATG16L1	Q676U5
89849	ENSG00000168010	ATG16L2	ATG16L2	Q8NAA4
23130	ENSG00000110046	ATG2A	ATG2A	Q2TAZ0
55102	ENSG00000066739	ATG2B	ATG2B	Q96BY7
64422	ENSG00000144848	ATG3	ATG3	Q9NT62
115201	ENSG00000101844	ATG4A	ATG4A	Q8WYN0
23192	ENSG00000168397	ATG4B	ATG4B	Q9Y4P1
84938	ENSG00000125703	ATG4C	ATG4C	Q96DT6
84971	ENSG00000130734	ATG4D	ATG4D	Q86TL0
9474	ENSG00000057663	ATG5	ATG5	Q9H1Y0
10533	ENSG00000197548	ATG7	ATG7	O95352
285973	ENSG00000181652	ATG9B	ATG9B	Q674R7
80162	ENSG00000142102	ATHL1	PGGHG	Q32M88
471	ENSG00000138363	ATIC	ATIC	P31939
64225	ENSG00000119787	ATL2	ATL2	Q8NHH9
25923	ENSG00000184743	ATL3	ATL3	Q6DD88
472	ENSG00000149311	ATM	ATM	Q13315
23300	ENSG00000166454	ATMIN	ATMIN	O43313
220202	ENSG00000179774	ATOH7	ATOH7	Q8N100
84913	ENSG00000168874	ATOH8	ATOH8	Q96SQ7
475	ENSG00000177556	ATOX1	ATOX1	O00244
57194	ENSG00000206190	ATP10A	ATP10A	O60312
23120	ENSG00000118322	ATP10B	ATP10B	O94823
23250	ENSG00000068650	ATP11A	ATP11A	P98196
23200	ENSG00000058063	ATP11B	ATP11B	Q9Y2G3
286410	ENSG00000101974	ATP11C	ATP11C	Q8NB49
479	ENSG00000075673	ATP12A	ATP12A	P54707
57130	ENSG00000105726	ATP13A1	ATP13A1	Q9HD20
23400	ENSG00000159363	ATP13A2	ATP13A2	Q9NQ11
79572	ENSG00000133657	ATP13A3	ATP13A3	Q9H7F0
84239	ENSG00000127249	ATP13A4	ATP13A4	Q4VNC1
344905	ENSG00000187527	ATP13A5	ATP13A5	Q4VNC0
476	ENSG00000163399	ATP1A1	ATP1A1	P05023
477	ENSG00000018625	ATP1A2	ATP1A2	P50993
478	ENSG00000105409	ATP1A3	ATP1A3	P13637
480	ENSG00000132681	ATP1A4	ATP1A4	Q13733
481	ENSG00000143153	ATP1B1	ATP1B1	P05026
482	ENSG00000129244	ATP1B2	ATP1B2	P14415
483	ENSG00000069849	ATP1B3	ATP1B3	P54709
23439	ENSG00000101892	ATP1B4	ATP1B4	Q9UN42
487	ENSG00000196296	ATP2A1	ATP2A1	O14983
488	ENSG00000174437	ATP2A2	ATP2A2	P16615
489	ENSG00000074370	ATP2A3	ATP2A3	Q93084
490	ENSG00000070961	ATP2B1	ATP2B1	P20020
491	ENSG00000157087	ATP2B2	ATP2B2	Q01814
492	ENSG00000067842	ATP2B3	ATP2B3	Q16720
493	ENSG00000058668	ATP2B4	ATP2B4	P23634
27032	ENSG00000017260	ATP2C1	ATP2C1	P98194
9914	ENSG00000064270	ATP2C2	ATP2C2	O75185
495	ENSG00000105675	ATP4A	ATP4A	P20648
498	ENSG00000152234	ATP5A1	ATP5F1A	P25705
506	ENSG00000110955	ATP5B	ATP5F1B	P06576
509	ENSG00000165629	ATP5C1	ATP5F1C	P36542
513	ENSG00000099624	ATP5D	ATP5F1D	P30049
515	ENSG00000116459	ATP5F1	ATP5PB	P24539
516	ENSG00000159199	ATP5G1	ATP5MC1	P05496
517	ENSG00000135390	ATP5G2	ATP5MC2	Q06055
518	ENSG00000154518	ATP5G3	ATP5MC3	P48201
10476	ENSG00000167863	ATP5H	ATP5PD	O75947
522	ENSG00000154723	ATP5J	ATP5PF	P18859
9551	ENSG00000241468	ATP5J2	ATP5MF	P56134
521	ENSG00000169020	ATP5I	ATP5ME	P56385
10632	ENSG00000167283	ATP5L	ATP5MG	O75964
27109	ENSG00000125375	ATP5S	ATP5S	Q99766
55101	ENSG00000105341	ATP5SL	DMAC2	Q9NW81
537	ENSG00000071553	ATP6AP1	ATP6AP1	Q15904
92270	ENSG00000205464	ATP6AP1L	ATP6AP1L	Q52LC2
10159	ENSG00000182220	ATP6AP2	ATP6AP2	O75787
535	ENSG00000033627	ATP6V0A1	ATP6V0A1	Q93050
23545	ENSG00000185344	ATP6V0A2	ATP6V0A2	Q9Y487
533	ENSG00000117410	ATP6V0B	ATP6V0B	Q99437
527	ENSG00000185883	ATP6V0C	ATP6V0C	P27449
9114	ENSG00000159720	ATP6V0D1	ATP6V0D1	P61421
245972	ENSG00000147614	ATP6V0D2	ATP6V0D2	Q8N8Y2
8992	ENSG00000113732	ATP6V0E1	ATP6V0E1	O15342
155066	ENSG00000171130	ATP6V0E2	ATP6V0E2	Q8NHE4
523	ENSG00000114573	ATP6V1A	ATP6V1A	P38606
526	ENSG00000147416	ATP6V1B2	ATP6V1B2	P21281
528	ENSG00000155097	ATP6V1C1	ATP6V1C1	P21283
245973	ENSG00000143882	ATP6V1C2	ATP6V1C2	Q8NEY4
51382	ENSG00000100554	ATP6V1D	ATP6V1D	Q9Y5K8
529	ENSG00000131100	ATP6V1E1	ATP6V1E1	P36543
90423	ENSG00000250565	ATP6V1E2	ATP6V1E2	Q96A05
9296	ENSG00000128524	ATP6V1F	ATP6V1F	Q16864
9550	ENSG00000136888	ATP6V1G1	ATP6V1G1	O75348
534	ENSG00000213760	ATP6V1G2	ATP6V1G2	O95670
51606	ENSG00000047249	ATP6V1H	ATP6V1H	Q9UI12
538	ENSG00000165240	ATP7A	ATP7A	Q04656
540	ENSG00000123191	ATP7B	ATP7B	P35670
10396	ENSG00000124406	ATP8A1	ATP8A1	Q9Y2Q0
51761	ENSG00000132932	ATP8A2	ATP8A2	Q9NTI2
5205	ENSG00000081923	ATP8B1	ATP8B1	O43520
57198	ENSG00000143515	ATP8B2	ATP8B2	P98198
148229	ENSG00000130270	ATP8B3	ATP8B3	O60423
79895	ENSG00000104043	ATP8B4	ATP8B4	Q8TF62
10079	ENSG00000054793	ATP9A	ATP9A	O75110
374868	ENSG00000166377	ATP9B	ATP9B	O43861
64756	ENSG00000123472	ATPAF1	ATPAF1	Q5TC12
91647	ENSG00000171953	ATPAF2	ATPAF2	Q8N5M1
93974	ENSG00000130770	ATPIF1	ATP5IF1	Q9UII2
545	ENSG00000175054	ATR	ATR	Q13535
51374	ENSG00000138085	ATRAID	ATRAID	Q6UW56
8455	ENSG00000088812	ATRN	ATRN	O75882
26033	ENSG00000107518	ATRNL1	ATRNL1	Q5VV63
546	ENSG00000085224	ATRX	ATRX	P46100
6310	ENSG00000124788	ATXN1	ATXN1	P54253
25814	ENSG00000130638	ATXN10	ATXN10	Q9UBB4
342371	ENSG00000224470	ATXN1L	ATXN1L	P0C7T5
6311	ENSG00000204842	ATXN2	ATXN2	Q99700
11273	ENSG00000168488	ATXN2L	ATXN2L	Q8WWM7
4287	ENSG00000066427	ATXN3	ATXN3	P54252
6314	ENSG00000163635	ATXN7	ATXN7	O15265
222255	ENSG00000146776	ATXN7L1	ATXN7L1	Q9ULK2
127002	ENSG00000162650	ATXN7L2	ATXN7L2	Q5T6C5
56970	ENSG00000087152	ATXN7L3	ATXN7L3	Q14CW9
552889	ENSG00000253719	ATXN7L3B	ATXN7L3B	Q96GX2
549	ENSG00000148090	AUH	AUH	Q13825
79000	ENSG00000127423	AUNIP	AUNIP	Q9H7T9
550	ENSG00000115307	AUP1	AUP1	Q9Y679
6790	ENSG00000087586	AURKA	AURKA	O14965
54998	ENSG00000175756	AURKAIP1	AURKAIP1	Q9NWT8
9212	ENSG00000178999	AURKB	AURKB	Q96GD4
6795	ENSG00000105146	AURKC	AURKC	Q9UQB9
26053	ENSG00000158321	AUTS2	AUTS2	Q8WXX7
57099	ENSG00000169857	AVEN	AVEN	Q9NQS1
10677	ENSG00000135407	AVIL	AVIL	O75366
23080	ENSG00000105778	AVL9	AVL9	Q8NBF6
60370	ENSG00000119986	AVPI1	AVPI1	Q5T686
552	ENSG00000166148	AVPR1A	AVPR1A	P37288
554	ENSG00000126895	AVPR2	AVPR2	P30518
158835	ENSG00000147160	AWAT2	AWAT2	Q6E213
126859	ENSG00000162779	AXDND1	AXDND1	Q5T1B0
8312	ENSG00000103126	AXIN1	AXIN1	O15169
8313	ENSG00000168646	AXIN2	AXIN2	Q9Y2T1
558	ENSG00000167601	AXL	AXL	P30530
64343	ENSG00000163512	AZI2	AZI2	Q9H6S1
51582	ENSG00000155096	AZIN1	AZIN1	O14977
113451	ENSG00000142920	AZIN2	AZIN2	Q96A70
134553	ENSG00000181904	C5orf24	C5orf24	Q7Z6I8
7620	ENSG00000198429	ZNF69	ZNF69	Q9UC07
567	ENSG00000166710	B2M	B2M	P61769
8706	ENSG00000169255	B3GALNT1	B3GALNT1	O75752
148789	ENSG00000162885	B3GALNT2	B3GALNT2	Q8NCR0
8708	ENSG00000172318	B3GALT1	B3GALT1	Q9Y5Z6
8707	ENSG00000162630	B3GALT2	B3GALT2	O43825
8705	ENSG00000235863	B3GALT4	B3GALT4	O96024
10317	ENSG00000183778	B3GALT5	B3GALT5	Q9Y2C3
126792	ENSG00000176022	B3GALT6	B3GALT6	Q96L58
27087	ENSG00000109956	B3GAT1	B3GAT1	Q9P2W7
135152	ENSG00000112309	B3GAT2	B3GAT2	Q9NPZ5
26229	ENSG00000149541	B3GAT3	B3GAT3	O94766
145173	ENSG00000187676	B3GLCT	B3GLCT	Q6Y288
10331	ENSG00000179913	B3GNT3	B3GNT3	Q9Y2A9
79369	ENSG00000176383	B3GNT4	B3GNT4	Q9C0J1
84002	ENSG00000176597	B3GNT5	B3GNT5	Q9BYG0
192134	ENSG00000198488	B3GNT6	B3GNT6	Q6ZMB0
93010	ENSG00000156966	B3GNT7	B3GNT7	Q8NFL0
374907	ENSG00000177191	B3GNT8	B3GNT8	Q7Z7M8
84752	ENSG00000237172	B3GNT9	B3GNT9	Q6UX72
146712	ENSG00000175711	B3GNTL1	B3GNTL1	Q67FW5
2583	ENSG00000135454	B4GALNT1	B4GALNT1	Q00973
124872	ENSG00000167080	B4GALNT2	B4GALNT2	Q8NHY0
283358	ENSG00000139044	B4GALNT3	B4GALNT3	Q6L9W6
338707	ENSG00000182272	B4GALNT4	B4GALNT4	Q76KP1
2683	ENSG00000086062	B4GALT1	B4GALT1	P15291
8703	ENSG00000158850	B4GALT3	B4GALT3	O60512
8702	ENSG00000121578	B4GALT4	B4GALT4	O60513
9334	ENSG00000158470	B4GALT5	B4GALT5	O43286
9331	ENSG00000118276	B4GALT6	B4GALT6	Q9UBX8
11285	ENSG00000027847	B4GALT7	B4GALT7	Q9UBV7
154743	ENSG00000164603	C7orf60	BMT2	Q1RMZ1
643988	ENSG00000228594	C1orf233	FNDC10	F2Z333
27077	ENSG00000108641	B9D1	B9D1	Q9UPM9
80776	ENSG00000123810	B9D2	B9D2	Q9BPU9
54953	ENSG00000157181	C1orf27	ODR4	Q5SWX8
283951	ENSG00000174109	C16orf91	C16orf91	Q4G0I0
221477	ENSG00000198663	C6orf89	C6orf89	Q6UWU4
81688	ENSG00000112308	C6orf62	C6orf62	Q9GZU0
51759	ENSG00000136819	C9orf78	C9orf78	Q9NZ63
79669	ENSG00000114529	C3orf52	C3orf52	Q5BVD1
64755	ENSG00000140688	C16orf58	C16orf58	Q96GQ5
79415	ENSG00000178927	C17orf62	C17orf62	Q9BQA9
122616	ENSG00000140104	C14orf79	CLBA1	Q96F83
84548	ENSG00000269556	TMEM185A	TMEM185A	Q8NFB2
284325	ENSG00000188493	C19orf54	C19orf54	Q5BKX5
388939	ENSG00000179270	C2orf71	C2orf71	A6NGG8
79630	ENSG00000118292	C1orf54	C1orf54	Q8WWF1
286257	ENSG00000148362	C9orf142	PAXX	Q9BUH6
730094	ENSG00000185716	C16orf52	C16orf52	Q8NHV5
78995	ENSG00000125319	C17orf53	C17orf53	Q8N3J3
497661	ENSG00000177576	C18orf32	C18orf32	Q8TCD1
57710	ENSG00000135835	KIAA1614	KIAA1614	Q5VZ46
55262	ENSG00000146826	C7orf43	C7orf43	Q8WVR3
144577	ENSG00000174206	C12orf66	C12orf66	Q96MD2
100130348	ENSG00000187066	TMEM262	TMEM262	E9PQX1
144608	ENSG00000182993	C12orf60	C12orf60	Q5U649
56673	ENSG00000176029	C11orf16	C11orf16	Q9NQ32
10665	ENSG00000204296	C6orf10	C6orf10	Q5SRN2
84529	ENSG00000186073	C15orf41	C15orf41	Q9Y2V0
55732	ENSG00000000460	C1orf112	C1orf112	Q9NSG2
80304	ENSG00000163026	C2orf44	WDCP	Q9H6R7
100653515	ENSG00000178404	CEP295NL	CEP295NL	Q96MC4
79870	ENSG00000164929	BAALC	BAALC	Q8WXS3
570	ENSG00000136881	BAAT	BAAT	Q14032
29086	ENSG00000105393	BABAM1	BABAM1	Q9NWV8
23621	ENSG00000186318	BACE1	BACE1	P56817
25825	ENSG00000182240	BACE2	BACE2	Q9Y5Z0
571	ENSG00000156273	BACH1	BACH1	O14867
60468	ENSG00000112182	BACH2	BACH2	Q9BYV9
572	ENSG00000002330	BAD	BAD	Q92934
573	ENSG00000107262	BAG1	BAG1	Q99933
9532	ENSG00000112208	BAG2	BAG2	O95816
9531	ENSG00000151929	BAG3	BAG3	O95817
9530	ENSG00000156735	BAG4	BAG4	O95429
9529	ENSG00000166170	BAG5	BAG5	Q9UL15
7917	ENSG00000204463	BAG6	BAG6	P46379
57597	ENSG00000266074	BAHCC1	BAHCC1	Q9P281
22893	ENSG00000140320	BAHD1	BAHD1	Q8TBE0
10458	ENSG00000175866	BAIAP2	BAIAP2	Q9UQB8
55971	ENSG00000006453	BAIAP2L1	BAIAP2L1	Q9UHR4
80115	ENSG00000128298	BAIAP2L2	BAIAP2L2	Q6UXY1
8938	ENSG00000007516	BAIAP3	BAIAP3	O94812
578	ENSG00000030110	BAK1	BAK1	Q16611
25805	ENSG00000095739	BAMBI	BAMBI	Q13145
8815	ENSG00000175334	BANF1	BANF1	O75531
55024	ENSG00000153064	BANK1	BANK1	Q8NDB2
8314	ENSG00000163930	BAP1	BAP1	Q92560
580	ENSG00000138376	BARD1	BARD1	Q99728
56751	ENSG00000125492	BARHL1	BARHL1	Q9BZE3
343472	ENSG00000143032	BARHL2	BARHL2	Q9NY43
56033	ENSG00000131668	BARX1	BARX1	Q9HBU1
8538	ENSG00000043039	BARX2	BARX2	Q9UMQ3
10409	ENSG00000176788	BASP1	BASP1	P80723
10538	ENSG00000156127	BATF	BATF	Q16520
116071	ENSG00000168062	BATF2	BATF2	Q8N1L9
55509	ENSG00000123685	BATF3	BATF3	Q9NR55
581	ENSG00000087088	BAX	BAX	Q07812
9031	ENSG00000009954	BAZ1B	BAZ1B	Q9UIG0
11176	ENSG00000076108	BAZ2A	BAZ2A	Q9UIF9
29994	ENSG00000123636	BAZ2B	BAZ2B	Q9UIF8
8424	ENSG00000129151	BBOX1	BBOX1	O75936
582	ENSG00000174483	BBS1	BBS1	Q8NFJ9
79738	ENSG00000179941	BBS10	BBS10	Q8TAM1
583	ENSG00000125124	BBS2	BBS2	Q9BXC9
585	ENSG00000140463	BBS4	BBS4	Q96RK4
129880	ENSG00000163093	BBS5	BBS5	Q8N3I7
55212	ENSG00000138686	BBS7	BBS7	Q8IWZ6
27241	ENSG00000122507	BBS9	BBS9	Q3SYG4
56987	ENSG00000114439	BBX	BBX	Q8WY36
4059	ENSG00000187244	BCAM	BCAM	P50895
63827	ENSG00000132692	BCAN	BCAN	Q96GW7
55973	ENSG00000075790	BCAP29	BCAP29	Q9UHQ4
10134	ENSG00000185825	BCAP31	BCAP31	P51572
9564	ENSG00000050820	BCAR1	BCAR1	P56945
8412	ENSG00000137936	BCAR3	BCAR3	O75815
8537	ENSG00000064787	BCAS1	BCAS1	O75363
10286	ENSG00000116752	BCAS2	BCAS2	O75934
54828	ENSG00000141376	BCAS3	BCAS3	Q9H6U6
586	ENSG00000060982	BCAT1	BCAT1	P54687
587	ENSG00000105552	BCAT2	BCAT2	O15382
56647	ENSG00000107949	BCCIP	BCCIP	Q9P287
144233	ENSG00000186666	BCDIN3D	BCDIN3D	Q7Z5W3
590	ENSG00000114200	BCHE	BCHE	P06276
593	ENSG00000248098	BCKDHA	BCKDHA	P12694
594	ENSG00000083123	BCKDHB	BCKDHB	P21953
10295	ENSG00000103507	BCKDK	BCKDK	O14874
8915	ENSG00000142867	BCL10	BCL10	O95999
53335	ENSG00000119866	BCL11A	BCL11A	Q9H165
64919	ENSG00000127152	BCL11B	BCL11B	Q9C0K0
596	ENSG00000171791	BCL2	BCL2	P10415
598	ENSG00000171552	BCL2L1	BCL2L1	Q07817
10018	ENSG00000153094	BCL2L11	BCL2L11	O43521
83596	ENSG00000126453	BCL2L12	BCL2L12	Q9HB09
23786	ENSG00000099968	BCL2L13	BCL2L13	Q9BXK5
440603	ENSG00000188761	BCL2L15	BCL2L15	Q5TBC7
602	ENSG00000069399	BCL3	BCL3	P20749
604	ENSG00000113916	BCL6	BCL6	P41182
255877	ENSG00000161940	BCL6B	BCL6B	Q8N143
605	ENSG00000110987	BCL7A	BCL7A	Q4VC05
9275	ENSG00000106635	BCL7B	BCL7B	Q9BQE9
9274	ENSG00000099385	BCL7C	BCL7C	Q8WUZ0
607	ENSG00000116128	BCL9	BCL9	O00512
283149	ENSG00000186174	BCL9L	BCL9L	Q86UU0
9774	ENSG00000029363	BCLAF1	BCLAF1	Q9NYF8
53630	ENSG00000135697	BCO1	BCO1	Q9HAY6
83875	ENSG00000197580	BCO2	BCO2	Q9BYV7
54880	ENSG00000183337	BCOR	BCOR	Q6W2J9
63035	ENSG00000085185	BCORL1	BCORL1	Q5H9F3
613	ENSG00000186716	BCR	BCR	P11274
617	ENSG00000074582	BCS1L	BCS1L	Q9Y276
622	ENSG00000161267	BDH1	BDH1	Q02338
56898	ENSG00000164039	BDH2	BDH2	Q9BUT1
623	ENSG00000100739	BDKRB1	BDKRB1	P46663
624	ENSG00000168398	BDKRB2	BDKRB2	P30411
627	ENSG00000176697	BDNF	BDNF	P23560
55814	ENSG00000145734	BDP1	BDP1	A6H8Y1
146227	ENSG00000166546	BEAN1	BEAN1	Q3B7T3
8678	ENSG00000126581	BECN1	BECN1	Q14457
57596	ENSG00000183092	BEGAIN	BEGAIN	Q9BUH8
57673	ENSG00000178409	BEND3	BEND3	Q5T5X7
389206	ENSG00000188848	BEND4	BEND4	Q6ZU67
79656	ENSG00000162373	BEND5	BEND5	Q7L4P6
221336	ENSG00000151917	BEND6	BEND6	Q5SZJ8
222389	ENSG00000165626	BEND7	BEND7	Q8N7W2
7439	ENSG00000167995	BEST1	BEST1	O76090
54831	ENSG00000039987	BEST2	BEST2	Q8NFU1
144453	ENSG00000127325	BEST3	BEST3	Q8N1M1
10282	ENSG00000105829	BET1	BET1	O15155
51272	ENSG00000177951	BET1L	BET1L	Q9NYM9
55859	ENSG00000133169	BEX1	BEX1	Q9HBH7
56271	ENSG00000102409	BEX4	BEX4	Q9NWD9
631	ENSG00000125864	BFSP1	BFSP1	Q12934
8419	ENSG00000170819	BFSP2	BFSP2	Q13515
633	ENSG00000182492	BGN	BGN	P21810
168620	ENSG00000180535	BHLHA15	BHLHA15	Q7RTS1
727857	ENSG00000205899	BHLHA9	BHLHA9	Q7RTU4
80823	ENSG00000198908	BHLHB9	BHLHB9	Q6PI77
27319	ENSG00000180828	BHLHE22	BHLHE22	Q8NFJ8
128408	ENSG00000125533	BHLHE23	BHLHE23	Q8NDY6
8553	ENSG00000134107	BHLHE40	BHLHE40	O14503
79365	ENSG00000123095	BHLHE41	BHLHE41	Q9C0J9
80114	ENSG00000122870	BICC1	BICC1	Q9H694
636	ENSG00000151746	BICD1	BICD1	Q96G01
23299	ENSG00000185963	BICD2	BICD2	Q8TD16
637	ENSG00000015475	BID	BID	P55957
274	ENSG00000136717	BIN1	BIN1	O00499
51411	ENSG00000110934	BIN2	BIN2	Q9UBW5
55909	ENSG00000147439	BIN3	BIN3	Q9NQY0
329	ENSG00000110330	BIRC2	BIRC2	Q13490
330	ENSG00000023445	BIRC3	BIRC3	Q13489
332	ENSG00000089685	BIRC5	BIRC5	O15392
57448	ENSG00000115760	BIRC6	BIRC6	Q9NR09
79444	ENSG00000101197	BIRC7	BIRC7	Q96CA5
54841	ENSG00000134897	BIVM	BIVM	Q86UB2
10904	ENSG00000166619	BLCAP	BLCAP	P62952
641	ENSG00000197299	BLM	BLM	P54132
642	ENSG00000108578	BLMH	BLMH	Q13867
29760	ENSG00000095585	BLNK	BLNK	Q8WV28
282991	ENSG00000196072	BLOC1S2	BLOC1S2	Q6QNY1
388552	ENSG00000189114	BLOC1S3	BLOC1S3	Q6QNY0
55330	ENSG00000186222	BLOC1S4	BLOC1S4	Q9NUP1
63915	ENSG00000188428	BLOC1S5	BLOC1S5	Q8TDH9
26258	ENSG00000104164	BLOC1S6	BLOC1S6	Q9UL45
644	ENSG00000106605	BLVRA	BLVRA	P53004
645	ENSG00000090013	BLVRB	BLVRB	P30043
8548	ENSG00000117475	BLZF1	BLZF1	Q9H2G9
90427	ENSG00000104081	BMF	BMF	Q96LC9
648	ENSG00000168283	BMI1	BMI1	P35226
649	ENSG00000168487	BMP1	BMP1	P13497
650	ENSG00000125845	BMP2	BMP2	P12643
55589	ENSG00000138756	BMP2K	BMP2K	Q9NSY1
651	ENSG00000152785	BMP3	BMP3	P12645
652	ENSG00000125378	BMP4	BMP4	P12644
653	ENSG00000112175	BMP5	BMP5	P22003
654	ENSG00000153162	BMP6	BMP6	P22004
655	ENSG00000101144	BMP7	BMP7	P18075
353500	ENSG00000183682	BMP8A	BMP8A	Q7Z5Y6
168667	ENSG00000164619	BMPER	BMPER	Q8N8U9
657	ENSG00000107779	BMPR1A	BMPR1A	P36894
658	ENSG00000138696	BMPR1B	BMPR1B	O00238
659	ENSG00000204217	BMPR2	BMPR2	Q13873
9790	ENSG00000165733	BMS1	BMS1	Q14692
4609	ENSG00000136997	MYC	MYC	P01106
646	ENSG00000169594	BNC1	BNC1	Q01954
54796	ENSG00000173068	BNC2	BNC2	Q6ZN30
662	ENSG00000113734	BNIP1	BNIP1	Q12981
663	ENSG00000140299	BNIP2	BNIP2	Q12982
664	ENSG00000176171	BNIP3	BNIP3	Q12983
665	ENSG00000104765	BNIP3L	BNIP3L	O60238
91653	ENSG00000144857	BOC	BOC	Q9BWV1
91272	ENSG00000145919	BOD1	BOD1	Q96IK1
259282	ENSG00000038219	BOD1L1	BOD1L1	Q8NFC6
